id,paper_num,output
139_45,139,"{'perovskite_composition': 'FA0.95Cs0.05PbI3', 'electron_transport_layer': 'C60', 'hole_transport_layer': 'poly(triaryl)amine', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSL1', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 2500.0, 'control_pce': 25.4, 'treated_pce': 23.5, 'control_voc': 1.14, 'treated_voc': 1.16, 'efficiency_control': None, 'efficiency_tret': 92.0, 'efficiency_cont': 80.0}, 'test_2': {'stability_type': 'ISOSD3', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 300.0, 'control_pce': 19.2, 'treated_pce': 21.8, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0, 'efficiency_cont': 80.0}}"
140_33,140,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': '50+-5', 'time': 1258.0, 'control_pce': None, 'treated_pce': 25.8, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 94.0}}"
141_24,141,"{'perovskite_composition': None, 'electron_transport_layer': 'boron chloride subphthalocyanine', 'hole_transport_layer': None, 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': None, 'humidity': 85.0, 'temperature': 85.0, 'time': 816.0, 'control_pce': None, 'treated_pce': 21.3, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 80.0}, 'test_2': {'stability_type': 'ISOSO1', 'passivating_molecule': None, 'humidity': None, 'temperature': None, 'time': 1272.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 95.0}}"
142_25,142,"{'perovskite_composition': None, 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_2': {'stability_type': None, 'passivating_molecule': None, 'humidity': None, 'temperature': 85.0, 'time': None, 'control_pce': None, 'treated_pce': 16.1, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 74.0}, 'test_1': {'stability_type': None, 'passivating_molecule': None, 'humidity': 65.0, 'temperature': None, 'time': 1200.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 71.0}}"
143_24,143,"{'perovskite_composition': '(FAPbI3)0.77(MAPbBr3)0.14(CsPbI3)0.09', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': 'fluorophenylethylammonium iodide', 'humidity': None, 'temperature': None, 'time': None, 'control_pce': 17.6, 'treated_pce': 18.0, 'control_voc': 1.09, 'treated_voc': 1.08, 'efficiency_control': None, 'efficiency_tret': None}}"
#:144_62,144,"{'perovskite_composition': None, 'electron_transport_layer': 'C60', 'hole_transport_layer': 'Poly(3,4-ethylenedioxythiophene):Poly(styrene sulfonate)', 'structure_pin_nip': 'PIN', 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': 'ethylenediammonium diiodide', 'humidity': None, 'temperature': None, 'time': 200.0, 'control_pce': 19.6, 'treated_pce': 23.6, 'control_voc': 0.79, 'treated_voc': 0.89, 'efficiency_control': None, 'efficiency_tret': 80.0, 'efficiency_cont': 60.0}, 'test_2': {'stability_type': None, 'passivating_molecule': 'ethylenediammonium diiodide', 'humidity': None, 'temperature': None, 'time': 180.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 65.0}}"
145_31,145,"{'perovskite_composition': 'Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': '4-fluoroaniline', 'humidity': None, 'temperature': None, 'time': 95.0, 'control_pce': 17.8, 'treated_pce': 20.4, 'control_voc': 1.02, 'treated_voc': 1.13, 'efficiency_control': None, 'efficiency_tret': 75.0, 'efficiency_cont': 50.0}}"
146_36,146,"{'perovskite_composition': 'Cs0.05(MA0.05FA0.95)0.95Pb(I0.95Br0.05)3', 'electron_transport_layer': None, 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': None, 'passivating_molecule': 'ortho-carborane', 'humidity': 30.0, 'temperature': 40.0, 'time': 400.0, 'control_pce': None, 'treated_pce': 23.0, 'control_voc': None, 'treated_voc': 1.17, 'efficiency_control': None, 'efficiency_tret': 97.0, 'efficiency_cont': 89.0}}"
147_41,147,"{'perovskite_composition': 'FAPbI 3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1': {'stability_type': 'ISOSD', 'passivating_molecule': 'carbazole-triphenylamine and phenylammonium iodide units', 'humidity': 85.0, 'temperature': 85.0, 'time': 1000.0, 'control_pce': 22.3, 'treated_pce': None, 'control_voc': None, 'treated_voc': 1.11, 'efficiency_control': None, 'efficiency_tret': 92.3}, 'test_2': {'stability_type': 'ISOSLT', 'passivating_molecule': 'carbazole-triphenylamine and phenylammonium iodide units', 'humidity': None, 'temperature': None, 'time': 1100.0, 'control_pce': None, 'treated_pce': 24.7, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 94.6, 'efficiency_cont': 66.6}}"
148_26,148,"{'perovskite_composition': 'Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3', 'electron_transport_layer': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'structure_pin_nip': 'NIP', 'test_1_2': {'stability_type': 'ISOSLT', 'passivating_molecule': 'phenylethylammonium iodide', 'humidity': '50-70', 'temperature': None, 'time': 500.0, 'control_pce': None, 'treated_pce': None, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 84.0, 'efficiency_cont': 70.0}, 'test_1': {'stability_type': None, 'passivating_molecule': '4-tert-butyl-benzylammonium iodide', 'humidity': None, 'temperature': None, 'time': None, 'control_pce': 21.2, 'treated_pce': 22.7, 'control_voc': 1.09, 'treated_voc': 1.12, 'efficiency_control': None, 'efficiency_tret': 95.0}}"
149_28,149,"{'perovskite_composition': 'FA0.7MA0.3Pb0.5Sn0.5I3', 'electron_transport_layer': 'C60', 'hole_transport_layer': None, 'structure_pin_nip': None, 'test_1': {'stability_type': 'ISOSLT', 'passivating_molecule': '4-trifluoromethyl-phenylammonium', 'humidity': '30-50', 'temperature': 35.0, 'time': 600.0, 'control_pce': None, 'treated_pce': 26.4, 'control_voc': None, 'treated_voc': None, 'efficiency_control': None, 'efficiency_tret': 90.0}}"
