first_num,id,text,memory,output,second_num
10,10_39," Supplementary Figure 3. Cross-sectional KPFM schematic. Schematic illustrating the KPFM measurement setup and planar device structure of ITO/SnO2/perovskite/spiro-MeOTAD/Au. The MgF2 buffer layer prevents slippage of the cantilever tip at a ""cliff"". Often, the device cross-sections are not parallel, due to the uncontrollable nature of the mechanical cleaving process. Therefore, the measured distance may not represent the layer thickness. Note that we purposely avoided using FIB or mechanical polishing for the KPFM samples, as such processing may modify the properties of the exposed cross-sectional surface. 21","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""Tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""octylammonium tetrafluoroborate"", ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91.5""}, ""test_2_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": ""octylammonium iodide"", ""humidity"": null, ""temperature"": ""40"", ""time"": ""2092"", ""control_pce"": null, ""treated_pce"": ""24.41"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""65.1""}, ""test_1_2"": {""stability_type"": ""ISOSL2"", ""passivating_molecule"": ""octylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""84.8""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1014"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""86.2""}}","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""Tin dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""octylammonium tetrafluoroborate"", ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""91.5""}, ""test_2_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": ""octylammonium iodide"", ""humidity"": null, ""temperature"": ""40"", ""time"": ""2092"", ""control_pce"": null, ""treated_pce"": ""24.41"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""65.1""}, ""test_1_2"": {""stability_type"": ""ISOSL2"", ""passivating_molecule"": ""octylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""84.8""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1014"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""86.2""}}",39
11,11_67,			 https://doi.org/10.1021/acsaem.3c00101,"{""perovskite_composition"": null, ""electron_transport_layer"": ""Tin Oxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""benzotriazole"", ""humidity"": null, ""temperature"": ""room temperature"", ""time"": ""24"", ""control_pce"": ""20.2"", ""treated_pce"": ""21.8"", ""control_voc"": ""1.11"", ""treated_voc"": ""1.16"", ""efficiency_cont"": ""98"", ""efficiency_tret"": ""104""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""Tin Oxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""benzotriazole"", ""humidity"": null, ""temperature"": ""room temperature"", ""time"": ""24"", ""control_pce"": ""20.2"", ""treated_pce"": ""21.8"", ""control_voc"": ""1.11"", ""treated_voc"": ""1.16"", ""efficiency_cont"": ""98"", ""efficiency_tret"": ""104""}}",67
12,12_30,"			 Adv. Energy Mater. 2019, 9, 1803699 16146840, 2019, 21, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/aenm.201803699 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License Copyright WILEY-VCH Verlag GmbH & Co. KGaA, 69469 Weinheim, Germany, 2019.","{""perovskite_composition"": ""Cs0.15FA0.85PbI2.19Br0.81"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""butylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": ""20"", ""control_pce"": null, ""treated_pce"": ""19.8"", ""control_voc"": ""17.5"", ""treated_voc"": ""1.31"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""Cs0.15FA0.85PbI2.19Br0.81"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""butylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": ""20"", ""control_pce"": null, ""treated_pce"": ""19.8"", ""control_voc"": ""17.5"", ""treated_voc"": ""1.31"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",30
13,13_50,"			 16146840, 2022, 45, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/aenm.202202438 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License","{""perovskite_composition"": ""Cs0.12FA0.8MA0.08PbI1.8Br1"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""2-thiopheneethylammonium chloride"", ""humidity"": null, ""temperature"": null, ""time"": ""9"", ""control_pce"": null, ""treated_pce"": ""23.8"", ""control_voc"": null, ""treated_voc"": ""1.29"", ""efficiency_cont"": ""80"", ""efficiency_tret"": null}, ""test_1_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": ""265"", ""control_pce"": null, ""treated_pce"": ""23.8"", ""control_voc"": null, ""treated_voc"": ""1.29"", ""efficiency_cont"": ""82"", ""efficiency_tret"": ""92""}}","{""perovskite_composition"": ""Cs0.12FA0.8MA0.08PbI1.8Br1"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""2-thiopheneethylammonium chloride"", ""humidity"": null, ""temperature"": null, ""time"": ""9"", ""control_pce"": null, ""treated_pce"": ""23.8"", ""control_voc"": null, ""treated_voc"": ""1.29"", ""efficiency_cont"": ""80"", ""efficiency_tret"": null}, ""test_1_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": ""265"", ""control_pce"": null, ""treated_pce"": ""23.8"", ""control_voc"": null, ""treated_voc"": ""1.29"", ""efficiency_cont"": ""82"", ""efficiency_tret"": ""92""}}",50
14,14_24," Table 1 . V OC , J SC , FF, and PCE of highest performing photovoltaic devices in which both interfaces were modified by PEAI, F-PEAI, and Cl-PEAI in comparison to reference devices. 1 Photovoltaic parameters for both reverse and forward directions scans are provided. Reverse Forward V OC (V) J SC (mA/cm 2 ) FF (%) PCE (%) V OC (V) J SC (mA/cm 2 ) FF (%) PCE (%) Ref 1.109 23.33 83.4 21.58 1.109 23.33 80.9 20.92 PEAI 1.148 23.65 81.2 22.04 1.155 23.65 76.9 21.00 Cl-PEAI 1.146 23.68 85.0 23.07 1.141 23.68 83.8 22.64 F-PEAI 1.162 24.13 84.6 23.72 1.155 24.13 83.7 23.32","{""perovskite_composition"": ""Cs0.1FA0.9PbI2.9Br0.1"", ""electron_transport_layer"": ""6] -phenyl-C 60 -butyric acid methyl ester,[6"", ""hole_transport_layer"": ""4,6-trimethylphenyl) amine],poly[bis(4-phenyl) (2"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""2-phenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""33"", ""control_pce"": null, ""treated_pce"": ""23.7"", ""control_voc"": null, ""treated_voc"": ""1.184"", ""efficiency_cont"": ""90"", ""efficiency_tret"": ""100""}}","{""perovskite_composition"": ""2-phenylethylammonium iodide"", ""electron_transport_layer"": ""6] -phenyl-C 60 -butyric acid methyl ester,[6"", ""hole_transport_layer"": ""4,6-trimethylphenyl) amine],poly[bis(4-phenyl) (2"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""4-chlorophenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""33"", ""control_pce"": ""21.58"", ""treated_pce"": ""23.07"", ""control_voc"": ""1.109"", ""treated_voc"": ""1.146"", ""efficiency_cont"": ""90"", ""efficiency_tret"": ""100""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": ""4-fluorophenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.7"", ""control_voc"": null, ""treated_voc"": ""1.162"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",24
15,15_27,			 Reporting summary. Further information on research design is available in the Nature Research Reporting Summary linked to this article.,"{""perovskite_composition"": ""Cs0.05(FA5/6MA1/6)0.95Pb(I0.9Br0.1)3"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""4-fluoro-phenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.34"", ""control_voc"": null, ""treated_voc"": ""1.15"", ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": ""4-fluoro-phenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.22"", ""control_voc"": ""1.1"", ""treated_voc"": ""1.16"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""Cs0.05(FA5/6MA1/6)0.95Pb(I0.9Br0.1)3"", ""electron_transport_layer"": ""PCBM"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""4-fluoro-phenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.34"", ""control_voc"": null, ""treated_voc"": ""1.15"", ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": ""4-fluoro-phenylethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.22"", ""control_voc"": ""1.1"", ""treated_voc"": ""1.16"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",27
16,16_11," Table S3 . S3 Performance of the CF 3 PEAI 2D treated devices and the pristine (0.05 cm 2 aperture). Here, H-index define as: H-index= (PCE reverse -PCE forward )/PCE reverse . V OC J SC Fill Factor PCE Samples Scan Direction H-index (V) (mA/cm 2 ) (%) (%) Forward 1.09 24.04 78.44 20.55 Passivated 2.38% Reverse 1.11 24.25 78.21 21.05 Forward 1.01 24.01 71.27 17.31 Pristine 8.27% Reverse 1.04 24.08 74.78 18.87","{""perovskite_composition"": ""FAPbI3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""hydrophobic 3-(trifluoromethyl) phenethylamine hydroiodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.87"", ""treated_pce"": ""21.05"", ""control_voc"": ""1.04"", ""treated_voc"": ""1.11"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""FAPbI3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""hydrophobic 3-(trifluoromethyl) phenethylamine hydroiodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.87"", ""treated_pce"": ""21.05"", ""control_voc"": ""1.04"", ""treated_voc"": ""1.11"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",11
17,17_29,"			 Adv.Mater. 2021, 33, 2006238 15214095, 2021, 7, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/adma.202006238 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License © 2020 Wiley-VCH GmbH","{""perovskite_composition"": ""Cs0.05FA0.81MA0.14PbI2.55Br0.45"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""48"", ""control_pce"": ""20.04"", ""treated_pce"": ""20.94"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.19"", ""efficiency_cont"": null, ""efficiency_tret"": ""86""}}","{""perovskite_composition"": ""Cs0.05FA0.81MA0.14PbI2.55Br0.45"", ""electron_transport_layer"": ""tin dioxide"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""48"", ""control_pce"": ""20.04"", ""treated_pce"": ""20.94"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.19"", ""efficiency_cont"": null, ""efficiency_tret"": ""86""}}",29
18,18_37,"			 Adv.Energy  Mater. 2023, 13, 2201490 16146840, 2023, 33, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/aenm.202201490 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License","{""perovskite_composition"": null, ""electron_transport_layer"": ""Tin Oxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""2-thiophenemethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""Tin Oxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""2-thiophenemethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",37
19,19_55,"			 of 7 RESEARCH | RESEARCH ARTICLE Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""Cs0.05MA0.05FA0.9Pb(I0.95Br0.05)3\\"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""2PACz"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""3,4,5-trifluoroanilinium"", ""humidity"": ""50"", ""temperature"": ""85"", ""time"": ""1560"", ""control_pce"": ""18.9"", ""treated_pce"": ""23.3"", ""control_voc"": ""1.269"", ""treated_voc"": ""1.271"", ""efficiency_cont"": null, ""efficiency_tret"": ""85""}, ""test_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": ""3,4,5-trifluoroanilinium"", ""humidity"": ""50"", ""temperature"": ""85"", ""time"": ""1586"", ""control_pce"": ""21"", ""treated_pce"": ""22.9"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""85""}}","{""perovskite_composition"": ""Cs0.05MA0.05FA0.9Pb(I0.95Br0.05)3\\"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""2PACz"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""3,4,5-trifluoroanilinium"", ""humidity"": ""50"", ""temperature"": ""85"", ""time"": ""1560"", ""control_pce"": ""18.9"", ""treated_pce"": ""23.3"", ""control_voc"": ""1.269"", ""treated_voc"": ""1.271"", ""efficiency_cont"": null, ""efficiency_tret"": ""85""}, ""test_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": ""3,4,5-trifluoroanilinium"", ""humidity"": ""50"", ""temperature"": ""85"", ""time"": ""1586"", ""control_pce"": ""21"", ""treated_pce"": ""22.9"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""85""}}",55
20,20_14,"			 https://doi.org/10.1021/acsenergylett.2c02408 ACS Energy Lett. 2023, 8, 169-171","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenylethylammonium lead iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenylethylammonium lead iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",14
21,#:21_32,			 This journal is © The Royal Society of Chemistry 2019,"{""perovskite_composition"": ""(FAPbI3)0.92(MAPbBr3)0.08"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""22.3"", ""treated_pce"": ""21.3"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""(FAPbI3)0.92(MAPbBr3)0.08"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""22.3"", ""treated_pce"": ""21.3"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.14"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",32
22,22_13," Table 1 1 Photovoltaic parameters and hysteresis index (HI) of control, CMAI (IPA), CMAI (CF) treated champion devices. Scan direction Jsc (mA/ cm 2 ) Voc (V) FF PCE (%) Hysteresis index (HI) (%) c Control Control RS a FS b 25.69 25.66 1.092 1.084 0.763 0.744 21.40 20.69 3.3 CMAI- RS 25.76 1.145 0.806 23.77 1.6 IPA CMAI- FS 25.65 1.142 0.799 23.40 IPA CMAI- RS 25.75 1.149 0.809 23.94 1.1 CF CMAI- FS 25.70 1.147 0.803 23.67 CF","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""cyclohexylmethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""23.94"", ""control_voc"": null, ""treated_voc"": ""1.149"", ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_1_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""20-30"", ""temperature"": null, ""time"": ""2400"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""85"", ""efficiency_tret"": ""91""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""room temperature"", ""time"": ""1050"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""76"", ""efficiency_tret"": ""95""}, ""test_3_2"": {""stability_type"": ""ISOSD2"", ""passivating_molecule"": null, ""humidity"": ""40+-10"", ""temperature"": ""50"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""40"", ""efficiency_tret"": ""73""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""93""}}","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""cyclohexylmethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""21.40"", ""treated_pce"": ""23.94"", ""control_voc"": ""1.092"", ""treated_voc"": ""1.149"", ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_1_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""20-30"", ""temperature"": null, ""time"": ""2400"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""85"", ""efficiency_tret"": ""91""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""room temperature"", ""time"": ""1050"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""76"", ""efficiency_tret"": ""95""}, ""test_3_2"": {""stability_type"": ""ISOSD2"", ""passivating_molecule"": null, ""humidity"": ""40+-10"", ""temperature"": ""50"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""40"", ""efficiency_tret"": ""73""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""93""}}",13
23,23_71,			 NATuRE PHoToNiCS | www.nature.com/naturephotonics,"{""perovskite_composition"": ""Cs0.05MA0.1FA0.85PbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL1"", ""passivating_molecule"": ""phenethylammonium iodide"", ""humidity"": ""50"", ""temperature"": ""room temperature"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""23.91"", ""control_voc"": null, ""treated_voc"": ""1.15"", ""efficiency_cont"": null, ""efficiency_tret"": ""100""}, ""test_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}","{""perovskite_composition"": ""Cs0.05MA0.1FA0.85PbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL1"", ""passivating_molecule"": ""phenethylammonium iodide"", ""humidity"": ""50"", ""temperature"": ""room temperature"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""23.91"", ""control_voc"": null, ""treated_voc"": ""1.15"", ""efficiency_cont"": null, ""efficiency_tret"": ""100""}, ""test_2"": {""stability_type"": ""ISOSL3"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""65"", ""time"": ""500"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}",71
