passage,sentence,DOI
"All-perovskite tandem solar cells with improved grain surface passivation
We also noted that the halide segregation in WBG perovskites was dependent on illumination intensity (Supplementary Fig 18 )", 18 ),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
 18 )The WBG perovskite films had a composition Cs 0.2 FA 0.8 PbI 1.86 Br 1.14 and a slightly lower bandgap (approximately 1.76 eV) than that used in our previous work  10  , in order to obtain a higher matched current density in all-perovskite tandem solar cells, enabled by a thicker Pb-Sn perovskite absorber.","The WBG perovskite films had a composition Cs 0.2 FA 0.8 PbI 1.86 Br 1.14 and a slightly lower bandgap (approximately 1.76 eV) than that used in our previous work  10  , in order to obtain a higher matched current density in all-perovskite tandem solar cells, enabled by a thicker Pb-Sn perovskite absorber.",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The WBG perovskite films had a composition Cs 0.2 FA 0.8 PbI 1.86 Br 1.14 and a slightly lower bandgap (approximately 1.76 eV) than that used in our previous work  10  , in order to obtain a higher matched current density in all-perovskite tandem solar cells, enabled by a thicker Pb-Sn perovskite absorber.Device fabrication Mixed Pb-Sn perovskite solar cells",Device fabrication Mixed Pb-Sn perovskite solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Device fabrication Mixed Pb-Sn perovskite solar cellsThe prepatterned indium tin oxide (ITO) glass substrates were sequentially cleaned using acetone and isopropanol",The prepatterned indium tin oxide (ITO) glass substrates were sequentially cleaned using acetone and isopropanol,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The prepatterned indium tin oxide (ITO) glass substrates were sequentially cleaned using acetone and isopropanolPEDOT:PSS was spin-coated on ITO substrates at 4,000 rpm for 30 s and annealed on a hotplate at 150 °C for 10 min in ambient air","PEDOT:PSS was spin-coated on ITO substrates at 4,000 rpm for 30 s and annealed on a hotplate at 150 °C for 10 min in ambient air",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
PEDOT:PSS was spin-coated on ITO substrates at 4,000 rpm for 30 s and annealed on a hotplate at 150 °C for 10 min in ambient airAfter cooling, we transferred the substrates immediately to a nitrogen-filled glovebox for the deposition of perovskite films","After cooling, we transferred the substrates immediately to a nitrogen-filled glovebox for the deposition of perovskite films",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After cooling, we transferred the substrates immediately to a nitrogen-filled glovebox for the deposition of perovskite filmsThe perovskite films were deposited with a two-step spin-coating procedure: (1) 1,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 4,000 rpm for 40 s with a ramp-up of 1,000 rpm s -1 ","The perovskite films were deposited with a two-step spin-coating procedure: (1) 1,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 4,000 rpm for 40 s with a ramp-up of 1,000 rpm s -1 ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The perovskite films were deposited with a two-step spin-coating procedure: (1) 1,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 4,000 rpm for 40 s with a ramp-up of 1,000 rpm s -1 Ethyl acetate (300 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure",Ethyl acetate (300 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Ethyl acetate (300 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedureThe substrates were then transferred on to a hotplate and heated at 100 °C for 10 min",The substrates were then transferred on to a hotplate and heated at 100 °C for 10 min,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The substrates were then transferred on to a hotplate and heated at 100 °C for 10 minAfter cooling down to room temperature, the substrates were transferred to the evaporation system","After cooling down to room temperature, the substrates were transferred to the evaporation system",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After cooling down to room temperature, the substrates were transferred to the evaporation systemFinally, C 60 (20 nm)/BCP (7 nm)/ Cu (150 nm) were sequentially deposited on top of the perovskite by thermal evaporation (Beijing Technol Science)","Finally, C 60 (20 nm)/BCP (7 nm)/ Cu (150 nm) were sequentially deposited on top of the perovskite by thermal evaporation (Beijing Technol Science)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Finally, C 60 (20 nm)/BCP (7 nm)/ Cu (150 nm) were sequentially deposited on top of the perovskite by thermal evaporation (Beijing Technol Science)The thickness of the Pb-Sn perovskite layer was varied by changing the concentration of the precursor solution: 1.6 M for 750 nm, 2.0 M for 900 nm, 2.2 M for 1,050 nm, 2.4 M for 1,200 nm and 2.8 M for 1,450 nm","The thickness of the Pb-Sn perovskite layer was varied by changing the concentration of the precursor solution: 1.6 M for 750 nm, 2.0 M for 900 nm, 2.2 M for 1,050 nm, 2.4 M for 1,200 nm and 2.8 M for 1,450 nm",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The thickness of the Pb-Sn perovskite layer was varied by changing the concentration of the precursor solution: 1.6 M for 750 nm, 2.0 M for 900 nm, 2.2 M for 1,050 nm, 2.4 M for 1,200 nm and 2.8 M for 1,450 nmAll-perovskite tandem solar cells",All-perovskite tandem solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
All-perovskite tandem solar cellsNiO nanocrystal (25 mg ml -1 in water) layers were first spin-coated on ITO substrates at 3,000 rpm for 30 s and annealed on a hotplate at 130 °C for 30 min in air","NiO nanocrystal (25 mg ml -1 in water) layers were first spin-coated on ITO substrates at 3,000 rpm for 30 s and annealed on a hotplate at 130 °C for 30 min in air",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
NiO nanocrystal (25 mg ml -1 in water) layers were first spin-coated on ITO substrates at 3,000 rpm for 30 s and annealed on a hotplate at 130 °C for 30 min in airNiO nanocrystals were synthesized as reported previously  48  ",NiO nanocrystals were synthesized as reported previously  48  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
NiO nanocrystals were synthesized as reported previously  48  After cooling, the substrates were immediately transferred to the glovebox","After cooling, the substrates were immediately transferred to the glovebox",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After cooling, the substrates were immediately transferred to the gloveboxVNPB (1 mg ml -1 ) in chlorobenzene without doping was spin-coated on the NiO film at 6,000 rpm for 30 s and was then annealed at 150 o C for 10 min","VNPB (1 mg ml -1 ) in chlorobenzene without doping was spin-coated on the NiO film at 6,000 rpm for 30 s and was then annealed at 150 o C for 10 min",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
VNPB (1 mg ml -1 ) in chlorobenzene without doping was spin-coated on the NiO film at 6,000 rpm for 30 s and was then annealed at 150 o C for 10 minThe WBG perovskite films were deposited on top of the VNPB-modified NiO with a two-step spin-coating procedure: (1) 2,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 6,000 rpm for 40 s with a ramp-up of 2,000 rpm s -1 ","The WBG perovskite films were deposited on top of the VNPB-modified NiO with a two-step spin-coating procedure: (1) 2,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 6,000 rpm for 40 s with a ramp-up of 2,000 rpm s -1 ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The WBG perovskite films were deposited on top of the VNPB-modified NiO with a two-step spin-coating procedure: (1) 2,000 rpm for 10 s with an acceleration of 200 rpm s -1 and (2) 6,000 rpm for 40 s with a ramp-up of 2,000 rpm s -1 Chlorobenzene (200 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure",Chlorobenzene (200 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedure,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Chlorobenzene (200 μl) was dropped onto the spinning substrate during the second spin-coating step at 20 s before the end of the procedureThe substrates were then transferred onto a hotplate and heated at 100 °C for 15 min",The substrates were then transferred onto a hotplate and heated at 100 °C for 15 min,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The substrates were then transferred onto a hotplate and heated at 100 °C for 15 minAfter cooling down to room temperature, the substrates were transferred to the evaporation system and a 20-nm-thick C 60 film was subsequently deposited on top by thermal evaporation at a rate of 0.2 Å s -1 ","After cooling down to room temperature, the substrates were transferred to the evaporation system and a 20-nm-thick C 60 film was subsequently deposited on top by thermal evaporation at a rate of 0.2 Å s -1 ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After cooling down to room temperature, the substrates were transferred to the evaporation system and a 20-nm-thick C 60 film was subsequently deposited on top by thermal evaporation at a rate of 0.2 Å s -1 The substrates were then transferred to the atomic layer deposition (ALD) system (Veeco Savannah S200) to deposit 20 nm SnO 2 at low temperatures (typically 100 o C) using precursors of tetrakis(dimethylamino) tin (iv) (99.9999%, Nanjing Ai Mou Yuan Scientific Equipment Co., Ltd) and deionized water","The substrates were then transferred to the atomic layer deposition (ALD) system (Veeco Savannah S200) to deposit 20 nm SnO 2 at low temperatures (typically 100 o C) using precursors of tetrakis(dimethylamino) tin (iv) (99.9999%, Nanjing Ai Mou Yuan Scientific Equipment Co., Ltd) and deionized water",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The substrates were then transferred to the atomic layer deposition (ALD) system (Veeco Savannah S200) to deposit 20 nm SnO 2 at low temperatures (typically 100 o C) using precursors of tetrakis(dimethylamino) tin (iv) (99.9999%, Nanjing Ai Mou Yuan Scientific Equipment Co., Ltd) and deionized waterAfter ALD deposition, the substrates were transferred back to the thermal evaporation system to deposit an ultra-thin layer of Au clusters layer (approximately 1 nm) on ALD-SnO 2 ","After ALD deposition, the substrates were transferred back to the thermal evaporation system to deposit an ultra-thin layer of Au clusters layer (approximately 1 nm) on ALD-SnO 2 ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After ALD deposition, the substrates were transferred back to the thermal evaporation system to deposit an ultra-thin layer of Au clusters layer (approximately 1 nm) on ALD-SnO 2 PEDOT:PSS layers were spin-cast on top of the front cells and annealed in air at 120 o C for 20 min",PEDOT:PSS layers were spin-cast on top of the front cells and annealed in air at 120 o C for 20 min,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
PEDOT:PSS layers were spin-cast on top of the front cells and annealed in air at 120 o C for 20 minAfter the substrates had cooled, we immediately transferred them to a nitrogen-filled glovebox for the deposition of NBG perovskite films with identical procedures used for the single-junction devices","After the substrates had cooled, we immediately transferred them to a nitrogen-filled glovebox for the deposition of NBG perovskite films with identical procedures used for the single-junction devices",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
After the substrates had cooled, we immediately transferred them to a nitrogen-filled glovebox for the deposition of NBG perovskite films with identical procedures used for the single-junction devicesFinally, 20 nm C 60 , 7 nm BCP and 150 nm Cu films were sequentially deposited by thermal evaporation (Beijing Technol Science)","Finally, 20 nm C 60 , 7 nm BCP and 150 nm Cu films were sequentially deposited by thermal evaporation (Beijing Technol Science)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Finally, 20 nm C 60 , 7 nm BCP and 150 nm Cu films were sequentially deposited by thermal evaporation (Beijing Technol Science)Details on the deposition of ALD-SnO 2 layers can be found in our previous work  10  .",Details on the deposition of ALD-SnO 2 layers can be found in our previous work  10  .,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Details on the deposition of ALD-SnO 2 layers can be found in our previous work  10  .Characterization of solar cells For single-junction solar cells, the J-V characteristics were measured using a Keithley 2400 sourcemeter under the illumination of a solar simulator (EnliTech, Class AAA) at a light intensity of 100 mW cm -2 as checked with NREL calibrated reference solar cells (KG-5 and KG-0 reference cells were used for the measurements of the WBG and NBG solar cells, respectively)","Characterization of solar cells For single-junction solar cells, the J-V characteristics were measured using a Keithley 2400 sourcemeter under the illumination of a solar simulator (EnliTech, Class AAA) at a light intensity of 100 mW cm -2 as checked with NREL calibrated reference solar cells (KG-5 and KG-0 reference cells were used for the measurements of the WBG and NBG solar cells, respectively)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Characterization of solar cells For single-junction solar cells, the J-V characteristics were measured using a Keithley 2400 sourcemeter under the illumination of a solar simulator (EnliTech, Class AAA) at a light intensity of 100 mW cm -2 as checked with NREL calibrated reference solar cells (KG-5 and KG-0 reference cells were used for the measurements of the WBG and NBG solar cells, respectively)Unless otherwise stated, the J-V curves were all measured in a nitrogen-filled glovebox with a scanning rate of 100 mV s -1 (with voltage steps of 20 mV and a delay time of 100 ms)","Unless otherwise stated, the J-V curves were all measured in a nitrogen-filled glovebox with a scanning rate of 100 mV s -1 (with voltage steps of 20 mV and a delay time of 100 ms)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Unless otherwise stated, the J-V curves were all measured in a nitrogen-filled glovebox with a scanning rate of 100 mV s -1 (with voltage steps of 20 mV and a delay time of 100 ms)The active area was determined by the aperture shade masks (0.049 or 1.05 cm 2 ) placed in front of the solar cells",The active area was determined by the aperture shade masks (0.049 or 1.05 cm 2 ) placed in front of the solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The active area was determined by the aperture shade masks (0.049 or 1.05 cm 2 ) placed in front of the solar cellsEQE measurements were performed in ambient air using a QE system (EnliTech) with monochromatic light focused on the device pixel and a chopper frequency of 20 Hz",EQE measurements were performed in ambient air using a QE system (EnliTech) with monochromatic light focused on the device pixel and a chopper frequency of 20 Hz,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
EQE measurements were performed in ambient air using a QE system (EnliTech) with monochromatic light focused on the device pixel and a chopper frequency of 20 HzFor tandem solar cells, the measurements of the J-V characteristics were carried out under the illumination of a two-lamp high spectral match solar simulator (SAN-EI ELECTRIC, XHS-50S1)","For tandem solar cells, the measurements of the J-V characteristics were carried out under the illumination of a two-lamp high spectral match solar simulator (SAN-EI ELECTRIC, XHS-50S1)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
For tandem solar cells, the measurements of the J-V characteristics were carried out under the illumination of a two-lamp high spectral match solar simulator (SAN-EI ELECTRIC, XHS-50S1)The spectrum from the simulator was finely tuned to ensure that spectral mismatch was in the region of 100 ± 3% for each 50 nm interval in the wavelength range of 400-1,000 nm","The spectrum from the simulator was finely tuned to ensure that spectral mismatch was in the region of 100 ± 3% for each 50 nm interval in the wavelength range of 400-1,000 nm",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The spectrum from the simulator was finely tuned to ensure that spectral mismatch was in the region of 100 ± 3% for each 50 nm interval in the wavelength range of 400-1,000 nmThe solar simulator was set at a light intensity of 100 mW cm -2 as checked with a calibrated crystalline silicon reference solar cell with a quartz window (KG-0)",The solar simulator was set at a light intensity of 100 mW cm -2 as checked with a calibrated crystalline silicon reference solar cell with a quartz window (KG-0),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The solar simulator was set at a light intensity of 100 mW cm -2 as checked with a calibrated crystalline silicon reference solar cell with a quartz window (KG-0)We note that a dual-lamp solar simulator, rather than a single Xe lamp, is preferred for the characterization of tandem solar cells, due to the better spectral match with AM1.5G solar irradiance (see the detailed discussion in Supplementary Note 5)","We note that a dual-lamp solar simulator, rather than a single Xe lamp, is preferred for the characterization of tandem solar cells, due to the better spectral match with AM1.5G solar irradiance (see the detailed discussion in Supplementary Note 5)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
We note that a dual-lamp solar simulator, rather than a single Xe lamp, is preferred for the characterization of tandem solar cells, due to the better spectral match with AM1.5G solar irradiance (see the detailed discussion in Supplementary Note 5)EQE measurements were performed in ambient air and the bias illumination from very bright LEDs with emission peaks of 850 and 460 nm were used for the measurements of the front and back subcells, respectively","EQE measurements were performed in ambient air and the bias illumination from very bright LEDs with emission peaks of 850 and 460 nm were used for the measurements of the front and back subcells, respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
EQE measurements were performed in ambient air and the bias illumination from very bright LEDs with emission peaks of 850 and 460 nm were used for the measurements of the front and back subcells, respectivelyNo bias voltage was applied during the EQE measurements of the tandem solar cells.",No bias voltage was applied during the EQE measurements of the tandem solar cells.,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
No bias voltage was applied during the EQE measurements of the tandem solar cells.Stability tests of solar cells The operating stability tests were carried out under full AM1.5G illumination (Class AAA, multicolour LED solar simulator, Guangzhou Crysco Equipment Co","Stability tests of solar cells The operating stability tests were carried out under full AM1.5G illumination (Class AAA, multicolour LED solar simulator, Guangzhou Crysco Equipment Co",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Stability tests of solar cells The operating stability tests were carried out under full AM1.5G illumination (Class AAA, multicolour LED solar simulator, Guangzhou Crysco Equipment CoLtd)  39  with an intensity of 100 mW cm -2 using a home-made LabVIEW-based MPP tracking system and a Perturb and observe method in ambient conditions (under a humidity of 30-50%)",Ltd)  39  with an intensity of 100 mW cm -2 using a home-made LabVIEW-based MPP tracking system and a Perturb and observe method in ambient conditions (under a humidity of 30-50%),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Ltd)  39  with an intensity of 100 mW cm -2 using a home-made LabVIEW-based MPP tracking system and a Perturb and observe method in ambient conditions (under a humidity of 30-50%)The solar cells were encapsulated with a cover glass and ultraviolet (UV) epoxy (Three Bond), which was cured under an UV-LED lamp (peak emission at 365 nm) for 3 min","The solar cells were encapsulated with a cover glass and ultraviolet (UV) epoxy (Three Bond), which was cured under an UV-LED lamp (peak emission at 365 nm) for 3 min",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The solar cells were encapsulated with a cover glass and ultraviolet (UV) epoxy (Three Bond), which was cured under an UV-LED lamp (peak emission at 365 nm) for 3 minNo UV filter was applied during operation",No UV filter was applied during operation,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
No UV filter was applied during operationThe environmental temperature was kept at around 25 o C",The environmental temperature was kept at around 25 o C,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The environmental temperature was kept at around 25 o CThe solar cell temperature increased to approximately 35 °C under illumination as no active cooling was implemented at the measurement stage",The solar cell temperature increased to approximately 35 °C under illumination as no active cooling was implemented at the measurement stage,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The solar cell temperature increased to approximately 35 °C under illumination as no active cooling was implemented at the measurement stageThe illumination intensity was regularly calibrated to check the degradation of the LED lamp",The illumination intensity was regularly calibrated to check the degradation of the LED lamp,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The illumination intensity was regularly calibrated to check the degradation of the LED lampThe assessments of the dark long-term shelf stability of the solar cells (without encapsulation) were carried out by repeating the J-V characterizations at various times and the devices were stored in a N 2 glovebox.",The assessments of the dark long-term shelf stability of the solar cells (without encapsulation) were carried out by repeating the J-V characterizations at various times and the devices were stored in a N 2 glovebox.,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The assessments of the dark long-term shelf stability of the solar cells (without encapsulation) were carried out by repeating the J-V characterizations at various times and the devices were stored in a N 2 glovebox.Femtosecond-resolved optical-pump-terahertz probe spectroscopy A commercial Ti:Sapphire amplified laser (Libra, Coherent) with a pulse duration of 90 fs, centre wavelength of 800 nm and repetition rate of 1 kHz was used to generate terahertz radiation by optical rectification in a 0.5-mm-thick ZnTe(110) nonlinear single crystal","Femtosecond-resolved optical-pump-terahertz probe spectroscopy A commercial Ti:Sapphire amplified laser (Libra, Coherent) with a pulse duration of 90 fs, centre wavelength of 800 nm and repetition rate of 1 kHz was used to generate terahertz radiation by optical rectification in a 0.5-mm-thick ZnTe(110) nonlinear single crystal",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Femtosecond-resolved optical-pump-terahertz probe spectroscopy A commercial Ti:Sapphire amplified laser (Libra, Coherent) with a pulse duration of 90 fs, centre wavelength of 800 nm and repetition rate of 1 kHz was used to generate terahertz radiation by optical rectification in a 0.5-mm-thick ZnTe(110) nonlinear single crystalThe radiation was detected using free-space electro-optic sampling in a 0.5-mm-thick ZnTe(110) crystal",The radiation was detected using free-space electro-optic sampling in a 0.5-mm-thick ZnTe(110) crystal,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The radiation was detected using free-space electro-optic sampling in a 0.5-mm-thick ZnTe(110) crystalPerovskite thin films deposited on z-cut quartz substrates were photoexcited at 800 nm with fluences in the range of 1.5-50 μJ cm -2 ",Perovskite thin films deposited on z-cut quartz substrates were photoexcited at 800 nm with fluences in the range of 1.5-50 μJ cm -2 ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Perovskite thin films deposited on z-cut quartz substrates were photoexcited at 800 nm with fluences in the range of 1.5-50 μJ cm -2 The change in terahertz amplitude was monitored as a function of the time delay between the 800 nm optical pump pulse and the terahertz probe pulse using a translation stage",The change in terahertz amplitude was monitored as a function of the time delay between the 800 nm optical pump pulse and the terahertz probe pulse using a translation stage,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The change in terahertz amplitude was monitored as a function of the time delay between the 800 nm optical pump pulse and the terahertz probe pulse using a translation stageAll measurements were carried out in a nitrogen-purged environment to avoid potential degradation of the perovskite films in ambient air.",All measurements were carried out in a nitrogen-purged environment to avoid potential degradation of the perovskite films in ambient air.,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
All measurements were carried out in a nitrogen-purged environment to avoid potential degradation of the perovskite films in ambient air.Optical simulation of tandem solar cells A validated optical model GenPro4 as developed by Delft University of Technology was used for the optical modelling of the tandem solar cells  49  ",Optical simulation of tandem solar cells A validated optical model GenPro4 as developed by Delft University of Technology was used for the optical modelling of the tandem solar cells  49  ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Optical simulation of tandem solar cells A validated optical model GenPro4 as developed by Delft University of Technology was used for the optical modelling of the tandem solar cells  49  The complex refractive index of each layer was measured by a spectroscopic ellipsometer ( J.A",The complex refractive index of each layer was measured by a spectroscopic ellipsometer ( J.A,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The complex refractive index of each layer was measured by a spectroscopic ellipsometer ( J.AWoollam)",Woollam),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Woollam)The implied photocurrent density of each subcell can be calculated using GenPro4 by assuming that the individual absorptances of the front and back cells are equivalent to the EQE of the two cells, respectively","The implied photocurrent density of each subcell can be calculated using GenPro4 by assuming that the individual absorptances of the front and back cells are equivalent to the EQE of the two cells, respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The implied photocurrent density of each subcell can be calculated using GenPro4 by assuming that the individual absorptances of the front and back cells are equivalent to the EQE of the two cells, respectivelyThe current density of the tandem cell is determined by taking the lower value between the two subcells",The current density of the tandem cell is determined by taking the lower value between the two subcells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The current density of the tandem cell is determined by taking the lower value between the two subcellsOther characterizations SEM images were obtained using a TESCAN microscope with an accelerating voltage of 2 kV",Other characterizations SEM images were obtained using a TESCAN microscope with an accelerating voltage of 2 kV,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Other characterizations SEM images were obtained using a TESCAN microscope with an accelerating voltage of 2 kVXRD patterns were collected using a Rigaku MiniFlex 600 diffractometer equipped with a NaI scintillation counter and using monochromatized Cu Kα radiation (wavelength λ = 1.5406 Å)",XRD patterns were collected using a Rigaku MiniFlex 600 diffractometer equipped with a NaI scintillation counter and using monochromatized Cu Kα radiation (wavelength λ = 1.5406 Å),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
XRD patterns were collected using a Rigaku MiniFlex 600 diffractometer equipped with a NaI scintillation counter and using monochromatized Cu Kα radiation (wavelength λ = 1.5406 Å)The grazing-incidence wide-angle X-ray scattering data were recorded using an Xeuss 2.0 system with an X-ray beam size of 100 × 100 μm 2 ",The grazing-incidence wide-angle X-ray scattering data were recorded using an Xeuss 2.0 system with an X-ray beam size of 100 × 100 μm 2 ,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The grazing-incidence wide-angle X-ray scattering data were recorded using an Xeuss 2.0 system with an X-ray beam size of 100 × 100 μm 2 The photon energy was 8 keV (λ = 1.54 Å) and the incident angle was 0.05° (relative to the top surface of the perovskite films) or 0.5°",The photon energy was 8 keV (λ = 1.54 Å) and the incident angle was 0.05° (relative to the top surface of the perovskite films) or 0.5°,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The photon energy was 8 keV (λ = 1.54 Å) and the incident angle was 0.05° (relative to the top surface of the perovskite films) or 0.5°The diffracted X-rays were collected by a Pilatus 300k detector at a distance of 160 cm",The diffracted X-rays were collected by a Pilatus 300k detector at a distance of 160 cm,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The diffracted X-rays were collected by a Pilatus 300k detector at a distance of 160 cmXPS analysis was carried out using a Thermo Scientific Al K-Alpha XPS system with energy steps of 0.1 eV",XPS analysis was carried out using a Thermo Scientific Al K-Alpha XPS system with energy steps of 0.1 eV,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
XPS analysis was carried out using a Thermo Scientific Al K-Alpha XPS system with energy steps of 0.1 eVAngle-dependent XPS characterizations were performed with a PHI 5600 ultrahigh vacuum system with a hemispherical electron energy analyser, an Al Kα source (1,486.6 eV, PHI 04-548 dual anode X-ray source) for excitation and a pass energy of 23.5 eV for XPS acquisition  28  ","Angle-dependent XPS characterizations were performed with a PHI 5600 ultrahigh vacuum system with a hemispherical electron energy analyser, an Al Kα source (1,486.6 eV, PHI 04-548 dual anode X-ray source) for excitation and a pass energy of 23.5 eV for XPS acquisition  28  ",https://doi.org/10.1038/s41586-021-04372-8
