Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator,passivator_smiles
1795,,,,,n-hexylammonium bromide (HABr),14.06,,20.8,,"{'test_name': 'ISOS-L-1', 'temperature': 30, 'time': 1000, 'humidity': 'low', 'retained_percentage_cont': 17, 'retained_percentage_tret': 84}",,,,,,,,,,,,,,,,,,,,,,,,,,Hexan-1-aminium bromide,[Br-].C(CCCCC)[NH3+]
1797,,,,,BMIMPF6,,,21.6,,"{'test_name': 'stability', 'temperature': 50, 'time': '50 days', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Butyl-3-methylimidazolium hexafluorophosphate,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1799,CsPbBr3,,,,PbSe,,,,,"{'test_name': 'PL stability', 'temperature': 80, 'time': 180, 'humidity': None, 'retained_percentage_cont': 29.8, 'retained_percentage_tret': 35.8}","{'test_name': 'Water stability', 'temperature': 25, 'time': 500, 'humidity': 100, 'retained_percentage_cont': 0, 'retained_percentage_tret': 60}",,,,,,,,,,,,,,,,,,,,,,,,,lead selenide,[Pb]=[Se]
1800,,,,,Phenyltrimethylammonium (PTMA),,,15.3,,"{'test_name': 'Thermal stability', 'temperature': 60, 'time': 700, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,trimethylphenylammonium,C[N+](C1=CC=CC=C1)(C)C
1802,FA 0.5 MA 0.5 Pb 0.5 Sn 0.5 I 0.47 Br 0.03,PEDOT: PSS,PIN,PCBM,SnC2O4,19.34,0.81,21.43,0.86,"{'test_name': 'shelf stability', 'temperature': 'room temperature', 'time': '1000 hours', 'humidity': 'N2-filled glovebox', 'retained_percentage_cont': 68, 'retained_percentage_tret': 78}","{'test_name': 'light stability', 'temperature': 'light/oxygen conditions', 'time': '30 min', 'humidity': 'none', 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Tin(II) oxalate,C(C(=O)[O-])(=O)[O-].[Sn+2]
1803,Cs 0.2 FA 0.8 Pb(I 0.6 Br 0.4) 3,NiO,NIP,Me-4PACz,TEACl,17.39,1.22,19.28,1.26,"{'test_name': 'SPO', 'temperature': 'room temperature', 'time': '300 s', 'humidity': 'inert atmosphere', 'retained_percentage_cont': 19.2, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Triethylamine chloride,[Cl-].C(C)N(CC)CC
1807,,,,,4(5)-iodoimidazole (4II),17.22,1.067,20.95,1.091,"{'test_name': 'Stability test', 'temperature': '35 ± 5% RH', 'time': '35 days', 'humidity': '35 ± 5% RH', 'retained_percentage_cont': 67, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,4-iodoimidazole,IC=1N=CNC1
1808,,,,,RbCl,14.61,,16.85,,"{'test_name': 'ISOS-T', 'temperature': 20, 'time': 60, 'humidity': 50, 'retained_percentage_cont': 68, 'retained_percentage_tret': 83}",,,,,,,,,,,,,,,,,,,,,,,,,,rubidium chloride,[Cl-].[Rb+]
1820,Cs 0.05 (FA 0.85 - MA 0.15 ) 0.95 Pb(I 0.85 Br 0.15 ) 3,PEAI,PIN,PCBM,3-mercaptobenzoic acid,20.43,,24.3,,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 1740, 'humidity': None, 'retained_percentage_cont': 66.6, 'retained_percentage_tret': 98.4}","{'test_name': 'ISOS-LC', 'temperature': 140, 'time': None, 'humidity': None, 'retained_percentage_cont': 7.5, 'retained_percentage_tret': 93.1}",,,,,,,,,,,,,,,,,,,,,,,,,3-mercaptobenzoic acid,SC=1C=C(C(=O)O)C=CC1
1821,,,,,Phosphorylcholine Chloride (PCC),,,,,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 91.44, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,phosphorylcholine chloride,[Cl-].P(=O)#C[N+](CCO)(C)C
1831,FAPbI3,SnO2/FTO,NIP,Spiro-OMeTAD,1-hexyl-3-methylimidazolium iodide (HMII),17.68,1.025,20.54,1.061,"{'test_name': 'Stability test for HMII', 'temperature': 25, 'time': 300, 'humidity': '30% ± 10%', 'retained_percentage_cont': 83.9, 'retained_percentage_tret': None}","{'test_name': 'Stability test for HMII+MACl', 'temperature': 25, 'time': 300, 'humidity': '30% ± 10%', 'retained_percentage_cont': 75.9, 'retained_percentage_tret': 90.1}",,,,,,,,,,,,,,,,,,,,,,,,,1-hexyl-3-methylimidazolium iodide,[I-].C(CCCCC)N1C=[N+](C=C1)C
1836,FA 0.6 MA 0.4 Pb 0.85 Ba 0.15 I 3-y Cl y,Zn-doped TiO2,NIP,spiro-OMeTAD,Formamidinium (FA),,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,formamidinium,C(=[NH2+])N
1841,,,,,Cl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorine,[Cl]
1847,FASnI3,,,,SnF2,1.39,0.52,7.47,0.641,"{'test_name': 'Thermal admittance spectroscopy (TAS)', 'temperature': 160, 'time': 10, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,Tin(II) fluoride,[Sn](F)F
1851,,,,,Biguanide hydrochloride (BH),,,,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 600, 'humidity': 'Relative humidity <30%', 'retained_percentage_cont': 94.69, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,biguanide hydrochloride,Cl.NC(=N)NC(=N)N
1853,FA0.85MA0.1Cs0.05PbI3,C60,NIP,SnO2,Nitrilotriacetic acid (NTA),23.45,1.098,25.82,1.174,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': '<20% RH', 'retained_percentage_cont': 55, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,,nitrilotriacetic acid,N(CC(=O)O)(CC(=O)O)CC(=O)O
1855,FAPbI3,TiO2,NIP,spiro-OMeTAD,4-amidinobenzamide hydrochloride (ABAm),22.77,1.138,24.6,1.135,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 1200, 'humidity': 'high', 'retained_percentage_cont': 17, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,4-amidinobenzamide hydrochloride,Cl.C(N)(=N)C1=CC=C(C(=O)N)C=C1
1857,,,,,IBr,22.9,1.137,24.82,1.171,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 400, 'humidity': None, 'retained_percentage_cont': 78, 'retained_percentage_tret': 89}",,,,,,,,,,,,,,,,,,,,,,,,,,Iodine bromide,IBr
1872,,,,,5-fluoropyridinic acid (FPA),22.97,1.12,25.37,1.14,"{'test_name': 'long-term stability test', 'temperature': None, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 93.17}",,,,,,,,,,,,,,,,,,,,,,,,,,5-fluoropyridinic acid,FC=1C=CC(=NC1)C(=O)O
1874,,,,,formamidinium bromide (FABr),15.3,1.04,19.5,1.1,"{'test_name': 'shelf_stability_test', 'temperature': 25, 'time': 40, 'humidity': 25, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}","{'test_name': 'thermal_stability_test', 'temperature': 85, 'time': 360, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Formamidinium bromide,[Br-].C(=[NH2+])N
1875,,,,,1-butyl-3-methylimidazolium thiocyanate (BmimSCN),12.9,1.18,15.2,1.26,"{'test_name': 'Stability test under high humidity and light exposure', 'temperature': 25, 'time': 600, 'humidity': 50, 'retained_percentage_cont': 20, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,1-butyl-3-methylimidazolium thiocyanate,[S-]C#N.C(CCC)N1C=[N+](C=C1)C
1876,,,,,Lithium nitride (Li3N),,,,,"{'test_name': 'Li plating/stripping', 'temperature': None, 'time': '2 minutes', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Lithium nitride,[Li+].[Li+].[Li+].[N-3]
1877,FASnI3,PEDOT:PSS,NIP,C60,Acetamidinium (AC),8.8,,10.3,,"{'test_name': 'shelf-life', 'temperature': 25, 'time': 3000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}","{'test_name': 'light-soaking', 'temperature': 25, 'time': 7.5, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,Acetamidinium,C(C)(=[NH2+])N
1878,,,,,Choline acetate (ChAc),18.2,,19.8,,"{'test_name': 'Stability test', 'temperature': 25, 'time': 600, 'humidity': 40, 'retained_percentage_cont': 85, 'retained_percentage_tret': 93}",,,,,,,,,,,,,,,,,,,,,,,,,,choline acetate,C(C)(=O)OCC[N+](C)(C)C
1880,,,,,n-Octylammonium iodide,,,20.3,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,n-Octylammonium iodide,[I-].C(CCCCCCC)[NH3+]
1891,Cs0.05(FA0.83MA0.17)0.95Pb(I0.84Br0.16)3,SnO2,NIP,CH3O-PEAI,NH4I,23.2,1.16,24.4,1.18,"{'test_name': 'Long-term stability', 'temperature': 'room temperature', 'time': 600, 'humidity': 'dry (N2 atmosphere)', 'retained_percentage_cont': 90, 'retained_percentage_tret': 73}",,,,,,,,,,,,,,,,,,,,,,,,,,ammonium iodide,[I-].[NH4+]
1895,,,,,Diethyl sulfide (DES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diethyl sulfide,C(C)SCC
1896,Sn-Pb perovskite,,,,Thiomalic Acid (TA),,,22.7,,"{'test_name': 'Stability test', 'temperature': None, 'time': 350, 'humidity': None, 'retained_percentage_cont': 81.3, 'retained_percentage_tret': 92.7}",,,,,,,,,,,,,,,,,,,,,,,,,,Thiomalic acid,C(C(S)CC(=O)O)(=O)O
1905,,,,,Glycerol monostearate (GMS),,,,,"{'test_name': None, 'temperature': None, 'time': 150, 'humidity': 'ambient', 'retained_percentage_cont': 91, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,Glycerol monostearate,C(CCCCCCCCCCCCCCCCC)(=O)OCC(O)CO
1907,CsPbBr3,SnO2,n-i-p,PEDOT:PSS,CsPbBr3,25.4,2.08,,,"{'test_name': 'Stability test in aqueous solution', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,cesium lead(III) bromide,[Pb](Br)(Br)Br.[Cs]
1908,,,,,6-thioguanine (TG),20.27,1.153,22.55,1.215,"{'test_name': 'humidity stability', 'temperature': 85, 'time': 700, 'humidity': 85, 'retained_percentage_cont': 30, 'retained_percentage_tret': 81}","{'test_name': 'thermal stability', 'temperature': 85, 'time': 660, 'humidity': None, 'retained_percentage_cont': 17, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,6-Thioguanine,N1C(N)=NC=2N=CNC2C1=S
1913,,,,,Bromobenzoic acid (BAC),22.7,1.12,24.02,1.14,"{'test_name': 'Stability test in dry air', 'temperature': 25, 'time': 1600, 'humidity': 'Low (<10% RH)', 'retained_percentage_cont': 42, 'retained_percentage_tret': 88}","{'test_name': 'Stability test in humid air', 'temperature': 25, 'time': 1000, 'humidity': '45% RH', 'retained_percentage_cont': 37, 'retained_percentage_tret': 76}",,25.8,82.03,,,,,,,,,,,,,,,,,,,,,,Bromobenzoic acid,BrC1=C(C(=O)O)C=CC=C1
1914,DA2PbCl4,SnO2,,spiro-OMeTAD,dodecylammonium chloride (DACl),22.66,1.132,23.91,1.174,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': 10, 'retained_percentage_cont': None, 'retained_percentage_tret': 95}",,,,,,,,,,,,,,,,,,,,,,,,,,dodecylammonium chloride,[Cl-].C(CCCCCCCCCCC)[NH3+]
1917,C6 2 (3AMP)[PbI 4] 2,,,,hexylamine (C6),,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 24, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Hexan-1-amine,C(CCCCC)N
1919,,,,,Methylammonium chloride (MACl),,,22.45,,"{'test_name': None, 'temperature': 1000, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium chloride,[Cl-].C[NH3+]
1920,,,,,cetyltrimethylammonium bromide (CTAB),,,12.69,943.0,"{'test_name': 'ISOS-L', 'temperature': 40, 'time': 60, 'humidity': '40% relative humidity', 'retained_percentage_cont': 96, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,0.5700000000000001,,Cetyltrimethylammonium bromide,[Br-].C(CCCCCCCCCCCCCCC)[N+](C)(C)C
1929,CsPbBrxI3-x (0 < x < 1),,,,tetrabutylammonium bromide (TBAB),,,,,"{'test_name': 'ISOS-D', 'temperature': 30, 'time': 16, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,tetrabutylammonium bromide,[Br-].C(CCC)[N+](CCCC)(CCCC)CCCC
1934,,,,,Ethylammonium TFSI (EA-TFSI),21.3,1.06,22.6,1.11,"{'test_name': 'Moisture stability', 'temperature': 30, 'time': '1200 hours', 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,0.78,,,,,,,,,,,,,,,,,,,,,,ethylammonium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)[NH3+]
1935,FAPbI3,,,,CsI,,,23.5,1.16,"{'test_name': 'MPP tracking', 'temperature': 25, 'time': 1200, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,cesium iodide,[I-].[Cs+]
1937,,SnO2,,,Potassium Fluoride (KF),,,24.3,,"{'test_name': 'ISOS-D', 'temperature': 60, 'time': 250, 'humidity': '60 ± 5% relative humidity', 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,Potassium fluoride,[F-].[K+]
1941,,,,,CsCF3SO3,,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 24, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}","{'test_name': 'ISOS-L', 'temperature': 60, 'time': 12, 'humidity': 30, 'retained_percentage_cont': 90, 'retained_percentage_tret': 60}",,,,,,,,,,,,,,,,,,,,,,,,,cesium trifluoromethanesulfonate,FC(S(=O)(=O)[O-])(F)F.[Cs+]
1946,CsPbI3-xBr3-x,PEDOT:PSS,NIP,PCBM,Octylammonium iodide (OAI),,,,,"{'test_name': 'Operational stability', 'temperature': 25, 'time': 18, 'humidity': 60, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,octylammonium iodide,[I-].C(CCCCCCC)[NH3+]
1948,,,,,p-xylylenediphosphonic acid,,,25.45,,"{'test_name': 'MPP tracking', 'temperature': 50, 'time': 1100, 'humidity': None, 'retained_percentage_cont': 82.7, 'retained_percentage_tret': None}","{'test_name': 'Thermal aging', 'temperature': 85, 'time': 33, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80.3}",,,,,,,,,,,,,,,,,,,,,,,,,p-xylylenediphosphonic acid,C1(=CC=C(C=C1)CP(O)(O)=O)CP(O)(O)=O
1956,CsPbBr3,,,,SbBr3,,,,,"{'stability_type': 'UV stability', 'temperature': '365 nm', 'time': 100, 'humidity': None, 'retained_proportion_cont': None, 'retained_proportion_tret': None}","{'stability_type': 'Thermal stability', 'temperature': 50, 'time': 24, 'humidity': None, 'retained_proportion_cont': None, 'retained_proportion_tret': None}",,,,"{'stability_type': 'Moisture stability', 'temperature': None, 'time': 96, 'humidity': None, 'retained_proportion_cont': None, 'retained_proportion_tret': None}",,,,,,,,,,,,,,,,,,,,,antimony(III) bromide,[Sb](Br)(Br)Br
1959,Cs0.08(FA0.87MA0.13)0.92Pb(I0.88Br0.12)3,SnO2,PIN,Spiro-OMeTAD,CsPbBr3,16.26,,18.29,,"{'test_name': 'in_situ_PL', 'temperature': 25, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'trPL', 'temperature': 25, 'time': 25, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'contact_angle', 'temperature': 25, 'time': 2, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 98.1}","{'test_name': 'moisture_resistance', 'temperature': 25, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,cesium lead(III) bromide,[Pb](Br)(Br)Br.[Cs]
1968,,,,,urea,,,16.84,,"{'test_name': 'ISOS-L', 'temperature': None, 'time': 300, 'humidity': '50% ± 10%', 'retained_percentage_cont': 75, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,Urea,NC(=O)N
1972,,SnO2,,,SnCl4,24.63,1.17,25.56,1.187,"{'test_name': 'ambient_storage', 'temperature': 25, 'time': 1000, 'humidity': 25, 'retained_percentage_cont': 95.84, 'retained_percentage_tret': None}","{'test_name': 'thermal_stability', 'temperature': 65, 'time': 1000, 'humidity': 25, 'retained_percentage_cont': 60, 'retained_percentage_tret': 83.5}",,,,"{'test_name': 'qss_iv', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 17.2, 'retained_percentage_tret': 25.32}",,,,,,,,,,,,,,,,,,,,,Tin(IV) chloride,[Sn](Cl)(Cl)(Cl)Cl
1973,,,,,4-aminovaleric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-aminovaleric acid,NC(CCC(=O)O)C
1976,,,,,Cesium formate (HCOOCs),21.45,1.145,22.06,1.152,"{'test_name': 'Long-term stability', 'temperature': 23, 'time': 300, 'humidity': 50, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}","{'test_name': 'Thermal stability', 'temperature': 70, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}",,,,"{'test_name': 'Humidity stability', 'temperature': 23, 'time': 142, 'humidity': 85, 'retained_percentage_cont': 60, 'retained_percentage_tret': 60}","{'test_name': 'Illumination stability', 'temperature': 24, 'time': 16, 'humidity': 25, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,Cesium formate,C(=O)[O-].[Cs+]
1978,,,,,NH4SCN,,,,,"{'test_name': 'stability', 'temperature': '25°C', 'time': '3000 hours', 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,ammonium thiocyanate,[S-]C#N.[NH4+]
1981,,,,,DMSO,26.1,,12.26,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 70.0, 'retained_percentage_tret': 85.0}",,,,,,,,,,,,,,,,,,,,,,,,,,Dimethyl sulfoxide,CS(=O)C
1982,,,,,Calcium nitrate (Ca(NO3)2),,,,,"{'test_name': 'Expansion measurements', 'temperature': 80, 'time': 24, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,Calcium nitrate,[N+](=O)([O-])[O-].[Ca+2].[N+](=O)([O-])[O-]
1986,,,,,1-butyl-3-methylimidazole dibutyl phosphate (BMDP),,,,,"{'test_name': 'thermal_aging', 'temperature': 85, 'time': 1080, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}","{'test_name': 'air_exposure', 'temperature': 25, 'time': 1440, 'humidity': 30, 'retained_percentage_cont': 62, 'retained_percentage_tret': 88.84}",,,,,,,,,,,,,,,,,,,,,,,,,1-butyl-3-methylimidazole dibutyl phosphate,P(=O)(OCCCC)(OCCCC)O.C(CCC)N1CN(C=C1)C
1989,,,,NiOx,4-(trifluoromethyl) phenylcarbamate hydrochloride (TFFA),,,22.76,,"{'test_name': 'Stability test', 'temperature': None, 'time': 1200, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 86}",,,,,,,,,,,,,,,,,,,,,,,,,,4-(trifluoromethyl)phenylcarbamate hydrochloride,Cl.FC(C1=CC=C(C=C1)NC(O)=O)(F)F
1990,,,,,Hydrogen,,,744.0,744.0,"{'test_name': 'Stability test after one-step HPT', 'temperature': 300, 'time': 900, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'Stability test after two-step HPT (condition B)', 'temperature': 300, 'time': 180, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,Hydrogen,[H]
2003,,,,,4-fluoro-phenethylammonium bromide (FPEABr),,,14.81,,"{'test_name': None, 'temperature': None, 'time': 'over 100 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,4-Fluorophenethylammonium bromide,[Br-].FC1=CC=C(CC[NH3+])C=C1
2005,FAPbI3,SnO2/FTO,NIP,spiro-OMeTAD,MACl,24.2,1.16,25.2,1.18,"{'test_name': 'ISOS-D', 'temperature': 60, 'time': 24, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium chloride,[Cl-].C[NH3+]
2012,,SnO2 QDs,,PCBM,C6H5K3O7,20.03,1.116,24.12,1.176,"{'test_name': 'Stability test', 'temperature': 20, 'time': 2400, 'humidity': 'dry air', 'retained_percentage_cont': 48.9, 'retained_percentage_tret': 90.3}",,,,,,,,,,,,,,,,,,,,,,,,,,Tripotassium citrate,C(CC(O)(C(=O)[O-])CC(=O)[O-])(=O)[O-].[K+].[K+].[K+]
2014,,,,,Cu2O,13.35,,19.2,,"{'test_name': 'ISOS-LT', 'temperature': 85, 'time': 720, 'humidity': 85, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,copper(I) oxide,[Cu-]=O
2020,,,,,n-propylammonium chloride (n-PACl),,,22.22,,"{'test_name': 'stability test', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,n-propylammonium chloride,[Cl-].C(CC)[NH3+]
2023,,,,,1-ethyl-3-methylimidazolium diethyl phosphate (EMIM DEP),21.14,,23.21,,"{'test_name': 'Stability test', 'temperature': 30, 'time': 2000, 'humidity': '30 ± 5% RH', 'retained_percentage_cont': 95, 'retained_percentage_tret': None}","{'test_name': 'Stability test', 'temperature': 30, 'time': 700, 'humidity': '30 ± 5% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': 87}",,,,,,,,,,,,,,,,,,,,,,,,,1-ethyl-3-methylimidazolium diethyl phosphate,P(=O)(OCC)(OCC)[O-].C(C)N1C=[N+](C=C1)C
2029,,,,NiOx,3-mercapto-1-propanesulfonate (MPS),,,10.4,,"{'test_name': 'ESR', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 49.7}","{'test_name': 'PLQY', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 26.5, 'retained_percentage_tret': 49.7}",,,,"{'test_name': 'Operational Stability', 'temperature': None, 'time': 460, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,3-Mercapto-1-propanesulfonate,SCCCS(=O)(=O)[O-]
2031,FAPbI3,SpiroOMeTAD,NIP,Au,phenylethyl ammonium iodide,14.91,0.91,15.87,1.02,"{'test_name': 'wettability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'PL_lifetime', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'contact_angle', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
2032,FAPbI3,SnO2,n-i-p,Spiro-OMeTAD,n-butylamine acetate (BAAc),20.53,1.08,24.76,1.19,"{'test_name': 'Long-term stability test', 'temperature': 35, 'time': 3500, 'humidity': '35% relative humidity', 'retained_percentage_cont': 57.6, 'retained_percentage_tret': 87.5}","{'test_name': 'MPP tracking test', 'temperature': 25, 'time': 400, 'humidity': 'N2 environment', 'retained_percentage_cont': 40, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,N-butylammonium acetate,C(C)(=O)[O-].C(CCC)[NH3+]
2036,MAPbI3,PC61BM,NIP,PTAA,Benzylamine thiocyanate (BnASCN),17.12,1.064,19.48,1.091,"{'test_name': 'Stability test', 'temperature': 20, 'time': '20 days', 'humidity': None, 'retained_percentage_cont': 92, 'retained_percentage_tret': 99}",,,,,,,,,,,,,,,,,,,,,,,,,,Benzylamine thiocyanate,[S-]C#N.C(C1=CC=CC=C1)N
2038,Cs0.17 FA0.83 Pb(I0.83 Br0.17)3,TiO2,,,TiO2,,,,,"{'test_name': 'ISOS-D', 'temperature': '25', 'time': '120', 'humidity': None, 'retained_percentage_cont': '80', 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,titanium dioxide,[O-2].[O-2].[Ti+4]
2040,,,,,Methionine sulfoxide (MTSO),,,,,"{'test_name': 'Thermal aging', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 92}","{'test_name': 'Operational stability', 'temperature': 30, 'time': 2500, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,methionine sulfoxide,N[C@@H](CCS(=O)C)C(=O)O
2070,,SnO2,n-i-p,,4-fluorothiophenol,21.0,,23.0,,"{'test_name': 'stability', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 59.7, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,4-fluorothiophenol,FC1=CC=C(C=C1)S
