id,year,title,json_output
2340,2023,Metal halide perovskite photodetectors,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': None, 'control_pce': 25.7, 'control_voc': 1.4, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2341,2023,2D/3D Perovskite: A Step toward Commercialization of Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'FPEAI', 'control_pce': None, 'control_voc': None, 'treated_pce': 22.74, 'treated_voc': None, 'test_1': {'test_name': 'Humidity stability', 'temperature': 52, 'time': 46, 'humidity': 'relatively', 'retained_percentage_cont': 59, 'retained_percentage_tret': 90}}"
2342,2023,Grain boundary defects passivation by bridging diammonium toward stable and efficient perovskite solar cells,"{'perovskite_composition': 'CsFAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': '1,4-Benzene diammonium iodide (BDAI2)', 'control_pce': 19.86, 'control_voc': 1.07, 'treated_pce': 21.91, 'treated_voc': 1.14, 'test_1': {'test_name': 'ISOS-D', 'temperature': 23, 'time': 1369, 'humidity': 50, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'ISOS-LC', 'temperature': 23, 'time': 840, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2343,2023,Electron Microscopy of Perovskite Solar Cell Materials,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None}"
2344,2023,Morphological tuning and defect-free lead halide perovskite by surface passivation for solar cell fabrication,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'hydroxypropyl methylcellulose (HPMC)', 'control_pce': 12.25, 'control_voc': None, 'treated_pce': 13.37, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-T', 'temperature': 25, 'time': 24, 'humidity': 70, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2345,2023,Dual Functions of Defect Passivation and Hole Transport Dopant Enabled by Piperidyl Ionic Liquid for Stable and Efficient Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '1-butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl) imide ([BMP]⁺[TFSI]⁻)', 'control_pce': 21.07, 'control_voc': None, 'treated_pce': 23.34, 'treated_voc': None, 'test_1': {'test_name': 'Moisture air exposure', 'temperature': 65, 'time': 1600, 'humidity': '5% relative humidity', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}}"
2346,2023,Efficient inorganic vapor-assisted defects passivation for perovskite solar module,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'CS2', 'control_pce': 22.55, 'control_voc': 1.13, 'treated_pce': 25.2, 'treated_voc': 1.17, 'treated_jsc': 25.69, 'treated_ff': 83.85, 'test_1': {'test_name': 'Thermal stability', 'temperature': 85, 'time': 2000, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 88, 'retained_percentage_tret': 94}, 'test_2': {'test_name': 'Light stability', 'temperature': 'N2 atmosphere', 'time': 2000, 'humidity': 30, 'retained_percentage_cont': 87, 'retained_percentage_tret': 92}}"
2347,2023,Mixed halide perovskite nanocrystals with surface engineering based on pseudohalide passivation and Short-Chain ligand exchange for High-Performance blue Light-Emitting diodes,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': ['SCN⁻', 'Octylphosphonic acid (OPA)', '3,3-diphenylpropylamine (DPPA)'], 'control_pce': None, 'control_voc': None, 'treated_pce': 4.9, 'treated_voc': None, 'test_1': {'test_name': 'Stability test', 'temperature': 130, 'time': 900, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 33}}"
2348,2023,Engineering Stable Lead-Free Tin Halide Perovskite Solar Cells: Lessons from Materials Chemistry,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Hydrazine-based additives', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': 93}, 'test_2': {'test_name': 'Hydroxybenzene sulfonic acid (HBSA)', 'temperature': None, 'time': 500, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}, 'test_3': {'test_name': 'Tin metal as reducing agent', 'temperature': 860, 'time': None, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}, 'test_4': {'test_name': 'Ethylene diamine (EDA)', 'temperature': None, 'time': 1400, 'humidity': None, 'retained_percentage_cont': 89, 'retained_percentage_tret': None}, 'test_5': {'test_name': '2-cyano-3-[5-[4-(diphenylamino)phenyl]-2-thienyl]-propenoic acid (CDTA)', 'temperature': 400, 'time': None, 'humidity': None, 'retained_percentage_cont': 97, 'retained_percentage_tret': None}, 'test_6': {'test_name': 'Formamidinium thiocyanate (FASCN)', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}, 'test_7': {'test_name': 'Ammonium hypophosphite (AHP)', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': None}, 'test_8': {'test_name': 'Pyrazine', 'temperature': None, 'time': 100, 'humidity': None, 'retained_percentage_cont': 98, 'retained_percentage_tret': None}, 'test_9': {'test_name': '5-ammonium valeric acid iodide (5-AVA)', 'temperature': None, 'time': 30, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}, 'test_10': {'test_name': 'MHATFA', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': None}}"
2349,2023,Tin Halide Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Native-oxide layer', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 1000, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}}"
2350,2023,Effective Passivation of Perovskite Solar Cells Involving a Unique Secondary Ammonium Halide Modulator,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'BTMA-2', 'control_pce': 20.99, 'control_voc': None, 'treated_pce': 23.1, 'treated_voc': 1.155, 'test_1': {'test_name': 'stability', 'temperature': 20, 'time': 50, 'humidity': 60, 'retained_percentage_cont': 40, 'retained_percentage_tret': 84}}"
2351,2023,Cation and anion optimization of ammonium halide for interfacial passivation of inverted perovskite solar cells †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'PNEACl', 'control_pce': 19.7, 'control_voc': 1.08, 'treated_pce': 21.01, 'treated_voc': 1.152, 'test_1': {'test_name': 'stability', 'temperature': 'N2 atmosphere', 'time': 1000, 'humidity': None, 'retained_percentage_cont': 76, 'retained_percentage_tret': 92}}"
2352,2023,Nonmetal oxide perovskite-based materials (carbon-based perovskites and halide-based perovskites),"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': 19.2, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': 40, 'humidity': None, 'retained_percentage_cont': 86, 'retained_percentage_tret': None}}"
2353,2023,Passivation of positively charged cationic defects in perovskite with nitrogen-donor crown ether enabling efficient perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '1-aza-18-crown-6 (A18C6)', 'control_pce': None, 'control_voc': None, 'treated_pce': 24.07, 'treated_voc': 1.174, 'test_1': {'test_name': None, 'temperature': 20, 'time': 510, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2354,2023,Advancing Lead-Free Cs 2 AgBiBr 6 perovskite solar cells: Challenges and strategies,"{'perovskite_composition': 'Cs2AgBiBr6', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MABr', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'MABr treatment', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 3.02, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'MXene modification', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 2.81, 'retained_percentage_tret': None}}"
2355,2023,Dual-side interfacial passivation of FAPbI 3 perovskite film by Naphthylmethylammonium iodide for highly efficient and stable perovskite solar cells,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'Naphthylmethylammonium Iodide (NMAI)', 'control_pce': 19.56, 'control_voc': 1.01, 'treated_pce': 22.97, 'treated_voc': 1.11, 'test_1': {'test_name': 'ISOS-L', 'temperature': 'Room temperature', 'time': 432, 'humidity': 'None', 'retained_percentage_cont': 53, 'retained_percentage_tret': 73}}"
2356,2023,Additive enhanced passivation and lead immobilization of waste expandable polystyrene for perovskite photovoltaics,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Expanded Polystyrene (EPS)', 'control_pce': 14.2, 'control_voc': 0.91, 'treated_pce': 15.78, 'treated_voc': 0.93, 'test_1': {'test_name': None, 'temperature': 85, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 40, 'retained_percentage_tret': 95}}"
2357,2023,Strain management in perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None, 'test_4': None}"
2358,2023,Mitigating lattice strain and phase segregation of mixed-halide perovskite films via dual chloride additive strategy toward highly efficient and stable perovskite solar cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Dual chloride additive (MACl and CsCl)', 'control_pce': 20.62, 'control_voc': 1.09, 'treated_pce': 22.94, 'treated_voc': 1.15, 'test_1': {'test_name': 'ISOS-LT', 'temperature': 100, 'time': 1000, 'humidity': 'dry air (<5%)', 'retained_percentage_cont': None, 'retained_percentage_tret': 93}}"
2359,2023,Surface passivation of sequentially deposited perovskite solar cells by octylammonium spacer cations,"{'perovskite_composition': 'FA1-xMAxPbI3', 'electron_transport_layer': 'spiro-OMeTAD', 'pin_nip_structure': 'PIN', 'hole_transport_layer': None, 'passivating_molecule': 'Octylammonium Bromide', 'control_pce': 20.26, 'control_voc': 1.08, 'treated_pce': 21.4, 'treated_voc': 1.1, 'test_1': {'test_name': 'ISOS-D', 'temperature': 50, 'time': 500, 'humidity': '50-60%', 'retained_percentage_cont': 30, 'retained_percentage_tret': 90}}"
2360,2023,Plasma-Driven Atomic-Scale Tuning of Metal Halide Perovskite Surfaces: Rationale and Photovoltaic Application,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': 'PIN', 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': 15.7, 'control_voc': None, 'treated_pce': 17.0, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2361,2023,"Probing the influence of the passivation layer of 4-Hydroxyphenethylammonium iodide on the optical, structural and solar cell performance of (FAMACs)Pb(IBr) 3 perovskite solar cells","{'perovskite_composition': 'Cs 0.05 FA 0.85 MA 0.10 Pb(I 0.90 Br 0.10 ) 3', 'electron_transport_layer': 'LiTFSI', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': '4-Hydroxyphenethylammonium iodide (4-Hy)', 'control_pce': 18.29, 'control_voc': 1.043, 'treated_pce': 19.12, 'treated_voc': 1.088, 'treated_jsc': 23.44, 'treated_ff': 74.98, 'test_1': None}"
2362,2023,Air-processed MAPbI 3 perovskite solar cells achieve 20.87% efficiency and excellent bending resistance enabled via a polymer dual-passivation strategy †,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'Ammonium Polyphosphate (APP)', 'control_pce': 17.98, 'control_voc': None, 'treated_pce': 20.87, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': 150, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 64, 'retained_percentage_tret': 20}}"
2363,2023,Advancing perovskite solar cell performance: Enhanced efficiency and stability through superimposed PbS QDs,"{'perovskite_composition': 'CH3NH3PbI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'spiro-OMeTAD', 'passivating_molecule': None, 'control_pce': None, 'control_voc': 1.13, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
2364,2023,Boosting efficiency and stability of 2D alternating cation perovskite solar cells via rational surface-modification: Marked passivation efficacy of anion,"{'perovskite_composition': '2D (GA)(MA)ₙPbₙI₃ₙ₊₁ (n = 5)', 'electron_transport_layer': 'SnO₂', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'spiro-MeOTAD', 'passivating_molecule': 'BMIMOTF', 'control_pce': 19.01, 'control_voc': 1.162, 'treated_pce': 21.38, 'treated_voc': 1.195, 'test_1': {'test_name': 'Humidity stability test', 'temperature': 25, 'time': 1440, 'humidity': '45% ± 5%', 'retained_percentage_cont': 71.1, 'retained_percentage_tret': 97.6}, 'test_2': {'test_name': 'Thermal stability test', 'temperature': 85, 'time': 120, 'humidity': 'N/A', 'retained_percentage_cont': 38.7, 'retained_percentage_tret': 79.1}}"
2365,2023,Quinoxaline-Based Materials That Exhibit a Significant Passivation Effect and Lead to the Enhancement in the Power Conversion Efficiency of Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': 'SnO2', 'pin_nip_structure': None, 'hole_transport_layer': 'Qu-CN', 'passivating_molecule': 'Qu-CN', 'control_pce': None, 'control_voc': None, 'treated_pce': 20.42, 'treated_voc': 1.09, 'test_1': {'test_name': 'Stability test', 'temperature': 25, 'time': 480, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': None}}"
2366,2023,Cl-Anion Engineering for Halide Perovskite Solar Cells and Modules with Enhanced Photostability,"{'perovskite_composition': 'CsFAPbI3ÀxClx', 'electron_transport_layer': None, 'pin_nip_structure': 'PIN', 'hole_transport_layer': None, 'passivating_molecule': 'CsFAPbI3ÀxClx', 'control_pce': 18.06, 'control_voc': 1.006, 'treated_pce': 20.13, 'treated_voc': 1.057, 'test_1': {'test_name': 'ISOS-L', 'temperature': 63, 'time': 3479, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}}"
2367,2023,A moderate intensity ligand works best: a theoretical study on passivation effects of pyridine-based molecules for perovskite solar cells †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Bipyridine (Bpy)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'ISOS-L', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2368,2023,Challenges and Progress in Lead-Free Halide Double Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Cs2AgBiBr6', 'control_pce': None, 'control_voc': None, 'treated_pce': 6.37, 'treated_voc': 1.06, 'test_1': {'test_name': None, 'temperature': 55, 'time': 300, 'humidity': 20, 'retained_percentage_cont': 95, 'retained_percentage_tret': 91}}"
2369,2023,"Identifying impacts of process, precursors, and defects in metal halide perovskite solar cells d. Recipient Organization Princeton University e. Project Period Start: 2/1/2019","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': ""2,2'-bipyridine (bpy) and 1,10-phenanthroline (phen)"", 'control_pce': 22.9, 'control_voc': 1.06, 'treated_pce': 23.5, 'treated_voc': 1.1, 'test_1': {'test_name': 'Thermal stability test', 'temperature': 85, 'time': 300, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': '80'}}"
2370,2023,Fundamentals and Synthesis Methods of Metal Halide Perovskite Thin Films,"{'perovskite_composition': 'ABX3 (e.g., CsTiO3, MAx PbI3)', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
2371,2023,A comprehensive analysis of eco-friendly Cs2SnI6 based tin halide perovskite solar cell through device modeling Supporting Information,"{'perovskite_composition': 'Cs2SnI6', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Cu2O', 'passivating_molecule': None, 'control_pce': 17.77, 'control_voc': 0.74, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
2372,2023,"""If the doors of perception were cleansed everything would appear to man as it is, infinite.""","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'poly-SiC_x and SiO_x layers', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
2373,2021,Efficient quasi-2D tin perovskite solar cells based on mixed monoammonium and diammonium terminal molecules †,"{'perovskite_composition': 'PEA 0.2 FA 0.8 SnI 2.8 SCN 0.2', 'electron_transport_layer': 'ITO', 'pin_nip_structure': 'p-i-n', 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': 'p-Xylylenediammonium thiocyanate (XS2)', 'control_pce': 13.27, 'control_voc': 0.91, 'treated_pce': 14.31, 'treated_voc': 0.9, 'test_1': None, 'test_2': None}"
2374,2024,Regulation of Lead Iodide Crystallization and Distribution for Efficient Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '4-FLA', 'control_pce': 20.95, 'control_voc': 1.16, 'treated_pce': 21.63, 'treated_voc': 1.162, 'test_1': {'test_name': 'ISOS-T', 'temperature': 60, 'time': 100, 'humidity': 60, 'retained_percentage_cont': 41, 'retained_percentage_tret': 60}, 'test_2': {'test_name': 'ISOS-D', 'temperature': 25, 'time': 100, 'humidity': 30, 'retained_percentage_cont': 91, 'retained_percentage_tret': None}}"
2375,2025,Solar Still with Integrated Solar Heater and Nanoparticle-Enhanced Energy Storage Material,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Paraffin wax with iron oxide nanoparticles', 'control_pce': None, 'control_voc': None, 'treated_pce': 25.11, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2376,2022,Green synthesis of 3D cesium lead halide perovskite nanocrystals and 2D Ruddlesden-Popper nanoplatelets in menthol-based deep eutectic solvents †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Oleylamine bromide (OAmBr)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Ambient stability test', 'temperature': 25, 'time': 2, 'humidity': None, 'retained_percentage_cont': 84, 'retained_percentage_tret': 60}}"
2377,2022,In situ passivation and thiol-mediated anchoring of perovskite quantum dots in mesoporous covalent-organic frameworks,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'COF-SH', 'control_pce': None, 'control_voc': None, 'treated_pce': 81.5, 'treated_voc': None, 'test_1': {'test_name': 'thermal', 'temperature': 120, 'time': '1 hour', 'humidity': None, 'retained_percentage_cont': 45.5, 'retained_percentage_tret': None}}"
2378,2023,Inhibiting Interfacial Nonradiative Recombination in Inverted Perovskite Solar Cells with a Multifunctional Molecule,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Tridecafluorohexane-1-sulfonic acid potassium (TFHSP)', 'control_pce': None, 'control_voc': None, 'treated_pce': 24.6, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-D', 'temperature': 35, 'time': 1000, 'humidity': 60, 'retained_percentage_cont': 91, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'ISOS-LT', 'temperature': 35, 'time': 500, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 95}}"
2379,2023,Supporting Information In-Situ Cyclized Polyacrylonitrile as an Electron Selective Layer for n-i-p Perovskite Solar Cell with Enhanced Efficiency and Stability,"{'perovskite_composition': None, 'electron_transport_layer': 'Cyclized Polyacrylonitrile (CPAN)', 'pin_nip_structure': 'n-i-p', 'hole_transport_layer': None, 'passivating_molecule': 'Cyclized Polyacrylonitrile (CPAN)', 'control_pce': None, 'control_voc': None, 'treated_pce': 23.12, 'treated_voc': 1.16, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 500, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}}"
2380,2023,Efficiency Improvement of NiO x -Based Hole Transport Layers in Passivated Contact Crystalline Silicon Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'NiO x', 'passivating_molecule': 'H─Al₂O₃', 'control_pce': None, 'control_voc': None, 'treated_pce': 20.29, 'treated_voc': 622.61, 'test_1': {'test_name': 'ISOS-L', 'temperature': 30, 'time': 30, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
2381,2023,Solar radiation and daily light integral characteristics of photovoltaic-green roof system in tropical area: A case study in Singapore,"{'perovskite_composition': 'perovskite', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': 'PV panels', 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': None, 'test_2': None, 'test_3': None}"
2382,2023,"Innovative In Situ Passivation Strategy for High-Efficiency Sb 2 (S,Se) 3 Solar Cells","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Na2SeSO3', 'control_pce': 9.33, 'control_voc': 0.615, 'treated_pce': 10.81, 'treated_voc': 0.633, 'test_1': {'test_name': 'ISO-D', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}}"
2383,2023,Back-surface electric field passivation of CdTe solar cells using sputter-deposited CdSe,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'CdSe', 'control_pce': None, 'control_voc': None, 'treated_pce': 15.5, 'treated_voc': None, 'test_1': None, 'test_2': None}"
2384,2023,A Ferrocene Capping Layer Enabling Highly Efficient and Stable Sn-Pb Mixed Perovskite Solar Cells,"{'perovskite_composition': 'FA0.7MA0.3Pb0.5Sn0.5I3', 'electron_transport_layer': 'ITO', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PEDOT:PSS', 'passivating_molecule': 'Ferrocene', 'control_pce': 17.43, 'control_voc': 0.79, 'treated_pce': 21.02, 'treated_voc': 0.83, 'test_1': {'test_name': 'Unknown', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2385,2023,Passivator-Assisted Close Space Annealing for High-Performance Wide-Bandgap Perovskite Solar Cells,"{'perovskite_composition': 'FA0.8Cs0.2Pb(I0.8Br0.2)3', 'electron_transport_layer': '4-(7H-dibenzo[c,g]carbazol-7-yl)butyl)phosphonic acid (4PADCB)', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'ITO', 'passivating_molecule': 'Fluorizated-phenethylammonium chloride (F-PEACl)', 'control_pce': None, 'control_voc': None, 'treated_pce': 21.28, 'treated_voc': 1.248, 'test_1': {'test_name': 'Stability test', 'temperature': 1008, 'time': '1008 hours', 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}}"
2386,2023,Iodide Manipulation Using Zinc Additives for Efficient Perovskite Solar Minimodules,"{'perovskite_composition': 'FA0.3MA0.7PbI3', 'electron_transport_layer': 'PTAA', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'C60', 'passivating_molecule': 'Zn(OOSCF3)2', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 55, 'time': 1078, 'humidity': 50, 'retained_percentage_cont': 72.8, 'retained_percentage_tret': 81.2}}"
2387,2023,Advances in Metal Halide Perovskite Memristors: A Review from a Co-Design Perspective,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'P3HT', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 85}}"
2388,2023,Device Engineering of a Novel Lead-Free Solar Cell Architecture Utilizing Inorganic CsSnCl 3 and CsSnI 3 Perovskite-Based Dual Absorbers for Sustainable Powering of Wireless Networks,"{'perovskite_composition': 'CsSnCl3/CsSnI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'CsSnCl3/CsSnI3', 'control_pce': 12.96, 'control_voc': 0.86, 'treated_pce': 9.66, 'treated_voc': 0.87, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
2389,2023,Enhancing carrier collection in CsPbBr 3 solar cells through crystal orientation and defect passivation,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'p-F-PEABr', 'control_pce': None, 'control_voc': 1.46, 'treated_pce': 8.77, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': 25, 'time': 150, 'humidity': '50-60%', 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
